1175	22	NA	NA	NA	NA	56	NA	NA	40	NA
1180	25	NA	NA	NA	NA	47	NA	NA	22	NA
1185	17	NA	NA	NA	NA	49	NA	NA	19	NA
1190	26	NA	NA	NA	NA	26	NA	NA	27	NA
1195	24	NA	NA	NA	NA	24	NA	NA	23	NA
1200	21	NA	NA	NA	NA	13	NA	NA	21	NA
1205	21	NA	NA	NA	NA	11	NA	NA	14	NA
1210	9	NA	NA	NA	NA	6	NA	NA	23	NA
1215	12	NA	NA	NA	NA	0	NA	NA	17	NA
1220	17	NA	NA	NA	NA	NA	NA	NA	14	NA
1225	9	NA	NA	NA	NA	NA	NA	NA	24	NA
1230	7	NA	NA	NA	NA	NA	NA	NA	24	NA
1235	10	NA	NA	NA	NA	NA	NA	NA	15	NA
1240	9	NA	NA	NA	NA	NA	NA	NA	16	NA
1245	5	NA	NA	NA	NA	NA	NA	NA	10	NA
1250	11	NA	NA	NA	NA	NA	NA	NA	4	NA
1255	18	NA	NA	NA	NA	NA	NA	NA	7	NA
1260	14	NA	NA	NA	NA	NA	NA	NA	7	NA
1265	11	NA	NA	NA	NA	NA	NA	NA	5	NA
1270	15	NA	NA	NA	NA	NA	NA	NA	2	NA
1275	14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1280	15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1285	15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1290	15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1295	19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300	17	NA	NA	NA	NA	NA	NA	NA	NA	NA
1305	24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1310	17	NA	NA	NA	NA	NA	NA	NA	NA	NA
1315	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1320	14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1325	16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1330	12	NA	NA	NA	NA	NA	NA	NA	NA	NA
1335	15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1340	11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1345	8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1350	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
1355	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1360	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1365	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
